order_id,ordered_at,customer_key,region,currency,net_amount,tax_amount,gross_amount,order_status
ORD-000769,2026-06-09T07:37:00+00:00,CUS-00065,United Kingdom,GBP,296.91,59.38,356.29,refunded
ORD-000770,2026-06-09T08:50:00+00:00,CUS-00200,Europe,EUR,265.69,53.14,318.83,refunded
ORD-000771,2026-06-09T10:03:00+00:00,CUS-00020,Europe,EUR,649.26,129.85,779.11,completed
ORD-000772,2026-06-09T11:16:00+00:00,CUS-00149,United Kingdom,GBP,174.47,34.89,209.36,pending
ORD-000773,2026-06-09T12:29:00+00:00,CUS-00206,Europe,EUR,36.63,7.33,43.96,completed
ORD-000774,2026-06-09T13:42:00+00:00,CUS-00372,United Kingdom,GBP,485.71,97.14,582.85,completed
ORD-000775,2026-06-09T14:55:00+00:00,CUS-00238,United Kingdom,GBP,178.18,35.64,213.82,completed
ORD-000776,2026-06-09T16:08:00+00:00,CUS-00035,United Kingdom,GBP,459.12,91.82,550.94,completed
ORD-000777,2026-06-09T17:21:00+00:00,CUS-00072,North America,USD,590.83,47.27,638.10,completed
ORD-000778,2026-06-09T18:34:00+00:00,CUS-00131,United Kingdom,GBP,335.16,67.03,402.19,completed
ORD-000779,2026-06-09T19:47:00+00:00,CUS-00198,North America,USD,69.66,5.57,75.23,completed
ORD-000780,2026-06-09T21:00:00+00:00,CUS-00135,United Kingdom,GBP,597.50,119.50,717.00,completed
ORD-000781,2026-06-09T22:13:00+00:00,CUS-00110,North America,USD,140.44,11.24,151.68,completed
ORD-000782,2026-06-09T23:26:00+00:00,CUS-00255,North America,USD,577.98,46.24,624.22,completed
ORD-000783,2026-06-10T00:39:00+00:00,CUS-00110,North America,USD,522.75,41.82,564.57,completed
ORD-000784,2026-06-10T01:52:00+00:00,CUS-00081,United Kingdom,GBP,364.64,72.93,437.57,pending
ORD-000785,2026-06-10T03:05:00+00:00,CUS-00321,United Kingdom,GBP,22.71,4.54,27.25,completed
ORD-000786,2026-06-10T04:18:00+00:00,CUS-00023,United Kingdom,GBP,485.10,97.02,582.12,completed
ORD-000787,2026-06-10T05:31:00+00:00,CUS-00304,North America,USD,239.53,19.16,258.69,completed
ORD-000788,2026-06-10T06:44:00+00:00,CUS-00310,North America,USD,239.49,19.16,258.65,pending
ORD-000789,2026-06-10T07:57:00+00:00,CUS-00335,Europe,EUR,149.02,29.80,178.82,pending
ORD-000790,2026-06-10T09:10:00+00:00,CUS-00003,Europe,EUR,117.45,23.49,140.94,completed
ORD-000791,2026-06-10T10:23:00+00:00,CUS-00292,Europe,EUR,236.63,47.33,283.96,completed
ORD-000792,2026-06-10T11:36:00+00:00,CUS-00384,Europe,EUR,531.63,106.33,637.96,completed
ORD-000793,2026-06-10T12:49:00+00:00,CUS-00033,Europe,EUR,553.53,110.71,664.24,refunded
ORD-000794,2026-06-10T14:02:00+00:00,CUS-00002,United Kingdom,GBP,36.94,7.39,44.33,refunded
ORD-000795,2026-06-10T15:15:00+00:00,CUS-00173,Europe,EUR,445.57,89.11,534.68,completed
ORD-000796,2026-06-10T16:28:00+00:00,CUS-00107,North America,USD,390.93,31.27,422.20,completed
ORD-000797,2026-06-10T17:41:00+00:00,CUS-00299,Europe,EUR,329.74,65.95,395.69,completed
ORD-000798,2026-06-10T18:54:00+00:00,CUS-00236,Europe,EUR,561.38,112.28,673.66,completed
ORD-000799,2026-06-10T20:07:00+00:00,CUS-00385,United Kingdom,GBP,55.93,11.19,67.12,completed
ORD-000800,2026-06-10T21:20:00+00:00,CUS-00246,Europe,EUR,151.53,30.31,181.84,refunded
ORD-000801,2026-06-10T22:33:00+00:00,CUS-00284,Europe,EUR,172.46,34.49,206.95,pending
ORD-000802,2026-06-10T23:46:00+00:00,CUS-00211,Europe,EUR,580.59,116.12,696.71,completed
ORD-000803,2026-06-11T00:59:00+00:00,CUS-00147,United Kingdom,GBP,573.82,114.76,688.58,completed
ORD-000804,2026-06-11T02:12:00+00:00,CUS-00234,North America,USD,425.50,34.04,459.54,refunded
ORD-000805,2026-06-11T03:25:00+00:00,CUS-00242,North America,USD,491.28,39.30,530.58,completed
ORD-000806,2026-06-11T04:38:00+00:00,CUS-00300,North America,USD,590.98,47.28,638.26,completed
ORD-000807,2026-06-11T05:51:00+00:00,CUS-00063,United Kingdom,GBP,252.44,50.49,302.93,pending
ORD-000808,2026-06-11T07:04:00+00:00,CUS-00014,North America,USD,389.59,31.17,420.76,completed
ORD-000809,2026-06-11T08:17:00+00:00,CUS-00370,North America,USD,478.87,38.31,517.18,completed
ORD-000810,2026-06-11T09:30:00+00:00,CUS-00020,Europe,EUR,288.00,57.60,345.60,completed
ORD-000811,2026-06-11T10:43:00+00:00,CUS-00365,United Kingdom,GBP,453.72,90.74,544.46,completed
ORD-000812,2026-06-11T11:56:00+00:00,CUS-00070,United Kingdom,GBP,54.02,10.80,64.82,completed
ORD-000813,2026-06-11T13:09:00+00:00,CUS-00017,United Kingdom,GBP,583.55,116.71,700.26,completed
ORD-000814,2026-06-11T14:22:00+00:00,CUS-00320,North America,USD,57.91,4.63,62.54,completed
ORD-000815,2026-06-11T15:35:00+00:00,CUS-00102,Europe,EUR,130.42,26.08,156.50,completed
ORD-000816,2026-06-11T16:48:00+00:00,CUS-00297,North America,USD,575.57,46.05,621.62,completed
ORD-000817,2026-06-11T18:01:00+00:00,CUS-00056,North America,USD,545.75,43.66,589.41,completed
ORD-000818,2026-06-11T19:14:00+00:00,CUS-00149,North America,USD,436.95,34.96,471.91,completed
ORD-000819,2026-06-11T20:27:00+00:00,CUS-00209,North America,USD,203.10,16.25,219.35,completed
ORD-000820,2026-06-11T21:40:00+00:00,CUS-00034,United Kingdom,GBP,562.28,112.46,674.74,completed
ORD-000821,2026-06-11T22:53:00+00:00,CUS-00027,United Kingdom,GBP,123.01,24.60,147.61,completed
ORD-000822,2026-06-12T00:06:00+00:00,CUS-00292,North America,USD,353.48,28.28,381.76,completed
ORD-000823,2026-06-12T01:19:00+00:00,CUS-00244,Europe,EUR,323.88,64.78,388.66,completed
ORD-000824,2026-06-12T02:32:00+00:00,CUS-00283,Europe,EUR,412.02,82.40,494.42,completed
ORD-000825,2026-06-12T03:45:00+00:00,CUS-00288,Europe,EUR,402.72,80.54,483.26,completed
ORD-000826,2026-06-12T04:58:00+00:00,CUS-00100,Europe,EUR,410.73,82.15,492.88,refunded
ORD-000827,2026-06-12T06:11:00+00:00,CUS-00215,Europe,EUR,419.83,83.97,503.80,completed
ORD-000828,2026-06-12T07:24:00+00:00,CUS-00009,Europe,EUR,460.93,92.19,553.12,completed
ORD-000829,2026-06-12T08:37:00+00:00,CUS-00163,United Kingdom,GBP,301.21,60.24,361.45,completed
ORD-000830,2026-06-12T09:50:00+00:00,CUS-00283,United Kingdom,GBP,300.59,60.12,360.71,refunded
ORD-000831,2026-06-12T11:03:00+00:00,CUS-00384,North America,USD,276.14,22.09,298.23,completed
ORD-000832,2026-06-12T12:16:00+00:00,CUS-00030,North America,USD,94.96,7.60,102.56,completed
ORD-000833,2026-06-12T13:29:00+00:00,CUS-00190,Europe,EUR,316.00,63.20,379.20,completed
ORD-000834,2026-06-12T14:42:00+00:00,CUS-00034,Europe,EUR,566.48,113.30,679.78,completed
ORD-000835,2026-06-12T15:55:00+00:00,CUS-00017,North America,USD,501.49,40.12,541.61,completed
ORD-000836,2026-06-12T17:08:00+00:00,CUS-00036,United Kingdom,GBP,621.48,124.30,745.78,completed
ORD-000837,2026-06-12T18:21:00+00:00,CUS-00227,United Kingdom,GBP,587.87,117.57,705.44,completed
ORD-000838,2026-06-12T19:34:00+00:00,CUS-00168,Europe,EUR,46.49,9.30,55.79,completed
ORD-000839,2026-06-12T20:47:00+00:00,CUS-00300,North America,USD,98.72,7.90,106.62,completed
ORD-000840,2026-06-12T22:00:00+00:00,CUS-00315,Europe,EUR,48.48,9.70,58.18,completed
ORD-000841,2026-06-12T23:13:00+00:00,CUS-00102,North America,USD,442.59,35.41,478.00,pending
ORD-000842,2026-06-13T00:26:00+00:00,CUS-00322,North America,USD,454.94,36.40,491.34,pending
ORD-000843,2026-06-13T01:39:00+00:00,CUS-00093,Europe,EUR,314.28,62.86,377.14,completed
ORD-000844,2026-06-13T02:52:00+00:00,CUS-00172,Europe,EUR,615.62,123.12,738.74,refunded
ORD-000845,2026-06-13T04:05:00+00:00,CUS-00138,Europe,EUR,320.90,64.18,385.08,completed
ORD-000846,2026-06-13T05:18:00+00:00,CUS-00079,United Kingdom,GBP,575.67,115.13,690.80,pending
ORD-000847,2026-06-13T06:31:00+00:00,CUS-00374,Europe,EUR,339.19,67.84,407.03,completed
ORD-000848,2026-06-13T07:44:00+00:00,CUS-00011,United Kingdom,GBP,451.30,90.26,541.56,completed
ORD-000849,2026-06-13T08:57:00+00:00,CUS-00084,Europe,EUR,310.20,62.04,372.24,completed
ORD-000850,2026-06-13T10:10:00+00:00,CUS-00160,Europe,EUR,338.22,67.64,405.86,completed
ORD-000851,2026-06-13T11:23:00+00:00,CUS-00167,North America,USD,43.33,3.47,46.80,completed
ORD-000852,2026-06-13T12:36:00+00:00,CUS-00221,Europe,EUR,562.98,112.60,675.58,completed
ORD-000853,2026-06-13T13:49:00+00:00,CUS-00373,North America,USD,109.90,8.79,118.69,completed
ORD-000854,2026-06-13T15:02:00+00:00,CUS-00175,United Kingdom,GBP,154.18,30.84,185.02,completed
ORD-000855,2026-06-13T16:15:00+00:00,CUS-00105,United Kingdom,GBP,187.13,37.43,224.56,pending
ORD-000856,2026-06-13T17:28:00+00:00,CUS-00342,North America,USD,474.95,38.00,512.95,completed
ORD-000857,2026-06-13T18:41:00+00:00,CUS-00038,North America,USD,94.09,7.53,101.62,completed
ORD-000858,2026-06-13T19:54:00+00:00,CUS-00377,United Kingdom,GBP,592.89,118.58,711.47,completed
ORD-000859,2026-06-13T21:07:00+00:00,CUS-00354,United Kingdom,GBP,216.32,43.26,259.58,completed
ORD-000860,2026-06-13T22:20:00+00:00,CUS-00218,Europe,EUR,394.06,78.81,472.87,completed
ORD-000861,2026-06-13T23:33:00+00:00,CUS-00033,Europe,EUR,31.56,6.31,37.87,completed
ORD-000862,2026-06-14T00:46:00+00:00,CUS-00361,United Kingdom,GBP,376.88,75.38,452.26,completed
ORD-000863,2026-06-14T01:59:00+00:00,CUS-00036,North America,USD,320.43,25.63,346.06,completed
ORD-000864,2026-06-14T03:12:00+00:00,CUS-00068,Europe,EUR,486.68,97.34,584.02,completed
ORD-000865,2026-06-14T04:25:00+00:00,CUS-00176,Europe,EUR,173.66,34.73,208.39,completed
ORD-000866,2026-06-14T05:38:00+00:00,CUS-00252,Europe,EUR,571.87,114.37,686.24,completed
ORD-000867,2026-06-14T06:51:00+00:00,CUS-00162,North America,USD,535.30,42.82,578.12,completed
ORD-000868,2026-06-14T08:04:00+00:00,CUS-00094,North America,USD,547.49,43.80,591.29,pending
ORD-000869,2026-06-14T09:17:00+00:00,CUS-00133,Europe,EUR,571.25,114.25,685.50,completed
ORD-000870,2026-06-14T10:30:00+00:00,CUS-00268,United Kingdom,GBP,351.45,70.29,421.74,completed
ORD-000871,2026-06-14T11:43:00+00:00,CUS-00169,United Kingdom,GBP,536.11,107.22,643.33,completed
ORD-000872,2026-06-14T12:56:00+00:00,CUS-00235,United Kingdom,GBP,176.10,35.22,211.32,completed
ORD-000873,2026-06-14T14:09:00+00:00,CUS-00274,Europe,EUR,352.17,70.43,422.60,completed
ORD-000874,2026-06-14T15:22:00+00:00,CUS-00087,North America,USD,109.46,8.76,118.22,completed
ORD-000875,2026-06-14T16:35:00+00:00,CUS-00109,United Kingdom,GBP,92.80,18.56,111.36,completed
ORD-000876,2026-06-14T17:48:00+00:00,CUS-00173,United Kingdom,GBP,436.70,87.34,524.04,refunded
ORD-000877,2026-06-14T19:01:00+00:00,CUS-00334,United Kingdom,GBP,197.57,39.51,237.08,completed
ORD-000878,2026-06-14T20:14:00+00:00,CUS-00230,United Kingdom,GBP,575.53,115.11,690.64,completed
ORD-000879,2026-06-14T21:27:00+00:00,CUS-00189,Europe,EUR,386.92,77.38,464.30,completed
ORD-000880,2026-06-14T22:40:00+00:00,CUS-00231,United Kingdom,GBP,19.92,3.98,23.90,completed
ORD-000881,2026-06-14T23:53:00+00:00,CUS-00286,United Kingdom,GBP,46.79,9.36,56.15,completed
ORD-000882,2026-06-15T01:06:00+00:00,CUS-00383,United Kingdom,GBP,241.82,48.36,290.18,completed
ORD-000883,2026-06-15T02:19:00+00:00,CUS-00207,North America,USD,530.12,42.41,572.53,refunded
ORD-000884,2026-06-15T03:32:00+00:00,CUS-00377,North America,USD,623.38,49.87,673.25,completed
ORD-000885,2026-06-15T04:45:00+00:00,CUS-00313,North America,USD,256.96,20.56,277.52,completed
ORD-000886,2026-06-15T05:58:00+00:00,CUS-00127,Europe,EUR,215.44,43.09,258.53,completed
ORD-000887,2026-06-15T07:11:00+00:00,CUS-00109,United Kingdom,GBP,229.33,45.87,275.20,refunded
ORD-000888,2026-06-15T08:24:00+00:00,CUS-00008,United Kingdom,GBP,363.64,72.73,436.37,completed
ORD-000889,2026-06-15T09:37:00+00:00,CUS-00202,United Kingdom,GBP,417.31,83.46,500.77,completed
ORD-000890,2026-06-15T10:50:00+00:00,CUS-00180,North America,USD,127.41,10.19,137.60,refunded
ORD-000891,2026-06-15T12:03:00+00:00,CUS-00140,North America,USD,624.73,49.98,674.71,completed
ORD-000892,2026-06-15T13:16:00+00:00,CUS-00031,North America,USD,73.74,5.90,79.64,completed
ORD-000893,2026-06-15T14:29:00+00:00,CUS-00343,North America,USD,351.08,28.09,379.17,completed
ORD-000894,2026-06-15T15:42:00+00:00,CUS-00191,North America,USD,515.76,41.26,557.02,completed
ORD-000895,2026-06-15T16:55:00+00:00,CUS-00299,North America,USD,362.08,28.97,391.05,completed
ORD-000896,2026-06-15T18:08:00+00:00,CUS-00383,United Kingdom,GBP,72.33,14.47,86.80,completed
ORD-000897,2026-06-15T19:21:00+00:00,CUS-00014,Europe,EUR,178.46,35.69,214.15,completed
ORD-000898,2026-06-15T20:34:00+00:00,CUS-00145,North America,USD,519.26,41.54,560.80,completed
ORD-000899,2026-06-15T21:47:00+00:00,CUS-00400,North America,USD,225.86,18.07,243.93,completed
ORD-000900,2026-06-15T23:00:00+00:00,CUS-00267,Europe,EUR,414.31,82.86,497.17,completed
ORD-000901,2026-06-16T00:13:00+00:00,CUS-00038,North America,USD,385.77,30.86,416.63,completed
ORD-000902,2026-06-16T01:26:00+00:00,CUS-00155,Europe,EUR,335.25,67.05,402.30,completed
ORD-000903,2026-06-16T02:39:00+00:00,CUS-00264,United Kingdom,GBP,323.46,64.69,388.15,completed
ORD-000904,2026-06-16T03:52:00+00:00,CUS-00075,North America,USD,101.83,8.15,109.98,pending
ORD-000905,2026-06-16T05:05:00+00:00,CUS-00227,North America,USD,88.14,7.05,95.19,completed
ORD-000906,2026-06-16T06:18:00+00:00,CUS-00267,Europe,EUR,295.71,59.14,354.85,completed
ORD-000907,2026-06-16T07:31:00+00:00,CUS-00199,United Kingdom,GBP,291.07,58.21,349.28,completed
ORD-000908,2026-06-16T08:44:00+00:00,CUS-00076,Europe,EUR,468.59,93.72,562.31,completed
ORD-000909,2026-06-16T09:57:00+00:00,CUS-00219,North America,USD,307.05,24.56,331.61,completed
ORD-000910,2026-06-16T11:10:00+00:00,CUS-00010,Europe,EUR,246.24,49.25,295.49,refunded
ORD-000911,2026-06-16T12:23:00+00:00,CUS-00211,United Kingdom,GBP,628.39,125.68,754.07,completed
ORD-000912,2026-06-16T13:36:00+00:00,CUS-00220,North America,USD,587.56,47.00,634.56,pending
ORD-000913,2026-06-16T14:49:00+00:00,CUS-00073,United Kingdom,GBP,430.11,86.02,516.13,completed
ORD-000914,2026-06-16T16:02:00+00:00,CUS-00079,United Kingdom,GBP,370.21,74.04,444.25,completed
ORD-000915,2026-06-16T17:15:00+00:00,CUS-00263,United Kingdom,GBP,620.95,124.19,745.14,completed
ORD-000916,2026-06-16T18:28:00+00:00,CUS-00235,United Kingdom,GBP,450.02,90.00,540.02,completed
ORD-000917,2026-06-16T19:41:00+00:00,CUS-00290,United Kingdom,GBP,148.55,29.71,178.26,completed
ORD-000918,2026-06-16T20:54:00+00:00,CUS-00071,United Kingdom,GBP,413.51,82.70,496.21,refunded
ORD-000919,2026-06-16T22:07:00+00:00,CUS-00343,Europe,EUR,388.57,77.71,466.28,completed
ORD-000920,2026-06-16T23:20:00+00:00,CUS-00200,Europe,EUR,626.49,125.30,751.79,completed
ORD-000921,2026-06-17T00:33:00+00:00,CUS-00160,Europe,EUR,621.88,124.38,746.26,completed
ORD-000922,2026-06-17T01:46:00+00:00,CUS-00140,United Kingdom,GBP,549.54,109.91,659.45,completed
ORD-000923,2026-06-17T02:59:00+00:00,CUS-00092,Europe,EUR,321.12,64.22,385.34,completed
ORD-000924,2026-06-17T04:12:00+00:00,CUS-00167,Europe,EUR,138.60,27.72,166.32,completed
ORD-000925,2026-06-17T05:25:00+00:00,CUS-00165,United Kingdom,GBP,113.86,22.77,136.63,completed
ORD-000926,2026-06-17T06:38:00+00:00,CUS-00215,Europe,EUR,525.06,105.01,630.07,completed
ORD-000927,2026-06-17T07:51:00+00:00,CUS-00240,Europe,EUR,242.46,48.49,290.95,completed
ORD-000928,2026-06-17T09:04:00+00:00,CUS-00284,United Kingdom,GBP,445.91,89.18,535.09,completed
ORD-000929,2026-06-17T10:17:00+00:00,CUS-00293,Europe,EUR,599.90,119.98,719.88,completed
ORD-000930,2026-06-17T11:30:00+00:00,CUS-00387,Europe,EUR,354.65,70.93,425.58,completed
ORD-000931,2026-06-17T12:43:00+00:00,CUS-00090,North America,USD,306.97,24.56,331.53,completed
ORD-000932,2026-06-17T13:56:00+00:00,CUS-00169,United Kingdom,GBP,118.22,23.64,141.86,completed
ORD-000933,2026-06-17T15:09:00+00:00,CUS-00400,United Kingdom,GBP,389.93,77.99,467.92,completed
ORD-000934,2026-06-17T16:22:00+00:00,CUS-00060,United Kingdom,GBP,248.48,49.70,298.18,completed
ORD-000935,2026-06-17T17:35:00+00:00,CUS-00043,North America,USD,568.83,45.51,614.34,completed
ORD-000936,2026-06-17T18:48:00+00:00,CUS-00103,United Kingdom,GBP,311.78,62.36,374.14,completed
ORD-000937,2026-06-17T20:01:00+00:00,CUS-00020,Europe,EUR,142.10,28.42,170.52,completed
ORD-000938,2026-06-17T21:14:00+00:00,CUS-00185,North America,USD,369.91,29.59,399.50,completed
ORD-000939,2026-06-17T22:27:00+00:00,CUS-00332,Europe,EUR,629.67,125.93,755.60,completed
ORD-000940,2026-06-17T23:40:00+00:00,CUS-00294,Europe,EUR,42.88,8.58,51.46,completed
ORD-000941,2026-06-18T00:53:00+00:00,CUS-00261,Europe,EUR,94.10,18.82,112.92,refunded
ORD-000942,2026-06-18T02:06:00+00:00,CUS-00230,Europe,EUR,265.12,53.02,318.14,completed
ORD-000943,2026-06-18T03:19:00+00:00,CUS-00094,North America,USD,408.34,32.67,441.01,completed
ORD-000944,2026-06-18T04:32:00+00:00,CUS-00352,Europe,EUR,135.18,27.04,162.22,completed
ORD-000945,2026-06-18T05:45:00+00:00,CUS-00044,Europe,EUR,108.40,21.68,130.08,refunded
ORD-000946,2026-06-18T06:58:00+00:00,CUS-00269,Europe,EUR,591.92,118.38,710.30,completed
ORD-000947,2026-06-18T08:11:00+00:00,CUS-00004,Europe,EUR,115.33,23.07,138.40,completed
ORD-000948,2026-06-18T09:24:00+00:00,CUS-00041,United Kingdom,GBP,402.09,80.42,482.51,completed
ORD-000949,2026-06-18T10:37:00+00:00,CUS-00125,North America,USD,446.88,35.75,482.63,completed
ORD-000950,2026-06-18T11:50:00+00:00,CUS-00209,Europe,EUR,287.62,57.52,345.14,pending
ORD-000951,2026-06-18T13:03:00+00:00,CUS-00309,United Kingdom,GBP,556.91,111.38,668.29,pending
ORD-000952,2026-06-18T14:16:00+00:00,CUS-00197,United Kingdom,GBP,525.98,105.20,631.18,completed
ORD-000953,2026-06-18T15:29:00+00:00,CUS-00265,United Kingdom,GBP,482.82,96.56,579.38,completed
ORD-000954,2026-06-18T16:42:00+00:00,CUS-00211,North America,USD,351.94,28.16,380.10,refunded
ORD-000955,2026-06-18T17:55:00+00:00,CUS-00023,United Kingdom,GBP,148.45,29.69,178.14,refunded
ORD-000956,2026-06-18T19:08:00+00:00,CUS-00012,North America,USD,361.86,28.95,390.81,completed
ORD-000957,2026-06-18T20:21:00+00:00,CUS-00069,North America,USD,177.20,14.18,191.38,completed
ORD-000958,2026-06-18T21:34:00+00:00,CUS-00187,United Kingdom,GBP,183.62,36.72,220.34,completed
ORD-000959,2026-06-18T22:47:00+00:00,CUS-00359,United Kingdom,GBP,210.20,42.04,252.24,refunded
ORD-000960,2026-06-19T00:00:00+00:00,CUS-00109,Europe,EUR,109.20,21.84,131.04,completed
ORD-000961,2026-06-19T01:13:00+00:00,CUS-00301,Europe,EUR,449.26,89.85,539.11,refunded
ORD-000962,2026-06-19T02:26:00+00:00,CUS-00052,North America,USD,507.38,40.59,547.97,completed
ORD-000963,2026-06-19T03:39:00+00:00,CUS-00268,North America,USD,249.43,19.95,269.38,completed
ORD-000964,2026-06-19T04:52:00+00:00,CUS-00195,United Kingdom,GBP,591.13,118.23,709.36,refunded
ORD-000965,2026-06-19T06:05:00+00:00,CUS-00247,United Kingdom,GBP,395.56,79.11,474.67,completed
ORD-000966,2026-06-19T07:18:00+00:00,CUS-00384,United Kingdom,GBP,277.23,55.45,332.68,pending
ORD-000967,2026-06-19T08:31:00+00:00,CUS-00360,Europe,EUR,640.24,128.05,768.29,refunded
ORD-000968,2026-06-19T09:44:00+00:00,CUS-00266,Europe,EUR,307.82,61.56,369.38,completed
ORD-000969,2026-06-19T10:57:00+00:00,CUS-00070,United Kingdom,GBP,85.34,17.07,102.41,pending
ORD-000970,2026-06-19T12:10:00+00:00,CUS-00321,United Kingdom,GBP,355.39,71.08,426.47,completed
ORD-000971,2026-06-19T13:23:00+00:00,CUS-00054,North America,USD,473.86,37.91,511.77,completed
ORD-000972,2026-06-19T14:36:00+00:00,CUS-00300,Europe,EUR,450.80,90.16,540.96,completed
ORD-000973,2026-06-19T15:49:00+00:00,CUS-00330,United Kingdom,GBP,111.15,22.23,133.38,completed
ORD-000974,2026-06-19T17:02:00+00:00,CUS-00357,Europe,EUR,460.05,92.01,552.06,completed
ORD-000975,2026-06-19T18:15:00+00:00,CUS-00249,Europe,EUR,616.59,123.32,739.91,completed
ORD-000976,2026-06-19T19:28:00+00:00,CUS-00178,United Kingdom,GBP,265.52,53.10,318.62,completed
ORD-000977,2026-06-19T20:41:00+00:00,CUS-00346,United Kingdom,GBP,252.55,50.51,303.06,pending
ORD-000978,2026-06-19T21:54:00+00:00,CUS-00252,North America,USD,477.27,38.18,515.45,completed
ORD-000979,2026-06-19T23:07:00+00:00,CUS-00162,United Kingdom,GBP,206.50,41.30,247.80,completed
ORD-000980,2026-06-20T00:20:00+00:00,CUS-00116,Europe,EUR,489.14,97.83,586.97,completed
ORD-000981,2026-06-20T01:33:00+00:00,CUS-00161,North America,USD,622.05,49.76,671.81,completed
ORD-000982,2026-06-20T02:46:00+00:00,CUS-00103,North America,USD,256.54,20.52,277.06,completed
ORD-000983,2026-06-20T03:59:00+00:00,CUS-00135,United Kingdom,GBP,501.50,100.30,601.80,completed
ORD-000984,2026-06-20T05:12:00+00:00,CUS-00322,North America,USD,352.55,28.20,380.75,completed
ORD-000985,2026-06-20T06:25:00+00:00,CUS-00327,North America,USD,368.23,29.46,397.69,completed
ORD-000986,2026-06-20T07:38:00+00:00,CUS-00156,North America,USD,633.60,50.69,684.29,completed
ORD-000987,2026-06-20T08:51:00+00:00,CUS-00367,United Kingdom,GBP,241.19,48.24,289.43,completed
ORD-000988,2026-06-20T10:04:00+00:00,CUS-00284,Europe,EUR,242.40,48.48,290.88,completed
ORD-000989,2026-06-20T11:17:00+00:00,CUS-00114,Europe,EUR,552.63,110.53,663.16,completed
ORD-000990,2026-06-20T12:30:00+00:00,CUS-00012,United Kingdom,GBP,587.96,117.59,705.55,completed
ORD-000991,2026-06-20T13:43:00+00:00,CUS-00075,North America,USD,203.50,16.28,219.78,pending
ORD-000992,2026-06-20T14:56:00+00:00,CUS-00321,Europe,EUR,578.16,115.63,693.79,completed
ORD-000993,2026-06-20T16:09:00+00:00,CUS-00275,Europe,EUR,57.83,11.57,69.40,completed
ORD-000994,2026-06-20T17:22:00+00:00,CUS-00390,North America,USD,465.91,37.27,503.18,completed
ORD-000995,2026-06-20T18:35:00+00:00,CUS-00209,North America,USD,242.50,19.40,261.90,pending
ORD-000996,2026-06-20T19:48:00+00:00,CUS-00063,North America,USD,644.64,51.57,696.21,pending
ORD-000997,2026-06-20T21:01:00+00:00,CUS-00132,North America,USD,524.92,41.99,566.91,completed
ORD-000998,2026-06-20T22:14:00+00:00,CUS-00115,North America,USD,376.35,30.11,406.46,completed
ORD-000999,2026-06-20T23:27:00+00:00,CUS-00139,United Kingdom,GBP,236.69,47.34,284.03,completed
ORD-001000,2026-06-21T00:40:00+00:00,CUS-00025,North America,USD,30.47,2.44,32.91,pending
ORD-001001,2026-06-21T01:53:00+00:00,CUS-00297,Europe,EUR,295.99,59.20,355.19,completed
ORD-001002,2026-06-21T03:06:00+00:00,CUS-00016,United Kingdom,GBP,192.73,38.55,231.28,completed
ORD-001003,2026-06-21T04:19:00+00:00,CUS-00394,North America,USD,465.50,37.24,502.74,pending
ORD-001004,2026-06-21T05:32:00+00:00,CUS-00364,Europe,EUR,634.13,126.83,760.96,completed
ORD-001005,2026-06-21T06:45:00+00:00,CUS-00221,Europe,EUR,322.69,64.54,387.23,completed
ORD-001006,2026-06-21T07:58:00+00:00,CUS-00031,North America,USD,350.35,28.03,378.38,pending
ORD-001007,2026-06-21T09:11:00+00:00,CUS-00212,North America,USD,201.49,16.12,217.61,completed
ORD-001008,2026-06-21T10:24:00+00:00,CUS-00116,Europe,EUR,413.38,82.68,496.06,completed
ORD-001009,2026-06-21T11:37:00+00:00,CUS-00361,United Kingdom,GBP,584.44,116.89,701.33,pending
ORD-001010,2026-06-21T12:50:00+00:00,CUS-00349,North America,USD,545.91,43.67,589.58,completed
ORD-001011,2026-06-21T14:03:00+00:00,CUS-00198,United Kingdom,GBP,493.83,98.77,592.60,refunded
ORD-001012,2026-06-21T15:16:00+00:00,CUS-00140,Europe,EUR,195.52,39.10,234.62,completed
ORD-001013,2026-06-21T16:29:00+00:00,CUS-00316,Europe,EUR,459.63,91.93,551.56,refunded
ORD-001014,2026-06-21T17:42:00+00:00,CUS-00151,North America,USD,599.54,47.96,647.50,completed
ORD-001015,2026-06-21T18:55:00+00:00,CUS-00137,Europe,EUR,387.50,77.50,465.00,completed
ORD-001016,2026-06-21T20:08:00+00:00,CUS-00026,Europe,EUR,214.33,42.87,257.20,pending
ORD-001017,2026-06-21T21:21:00+00:00,CUS-00043,United Kingdom,GBP,604.80,120.96,725.76,refunded
ORD-001018,2026-06-21T22:34:00+00:00,CUS-00002,Europe,EUR,95.53,19.11,114.64,completed
ORD-001019,2026-06-21T23:47:00+00:00,CUS-00312,United Kingdom,GBP,239.22,47.84,287.06,completed
ORD-001020,2026-06-22T01:00:00+00:00,CUS-00240,Europe,EUR,75.72,15.14,90.86,completed
ORD-001021,2026-06-22T02:13:00+00:00,CUS-00090,United Kingdom,GBP,64.39,12.88,77.27,completed
ORD-001022,2026-06-22T03:26:00+00:00,CUS-00364,Europe,EUR,535.52,107.10,642.62,completed
ORD-001023,2026-06-22T04:39:00+00:00,CUS-00319,Europe,EUR,485.25,97.05,582.30,completed
ORD-001024,2026-06-22T05:52:00+00:00,CUS-00281,North America,USD,373.80,29.90,403.70,completed
